"Combo_ID","Model_ID","Model_Name","Model_Type","Recipe_ID","Train_Test_ID","Combo","Date","Hyperparameter_ID","Forecast","Target","Horizon","Best_Model","q_val_80","q_val_95","z_val_80","z_val_95","coverage_conf_80","coverage_conf_95","coverage_z_80","coverage_z_95","lo_80","hi_80","lo_95","hi_95","method_80","method_95","coverage_80","coverage_95"
"M2","arima-boost--local--R1","arima-boost","local","R1",1,"M2",2015-07-01,10,2242.21339621768,NA,1,"No",596.59756209714,677.830739270972,777.755548546373,1189.47446588253,0.951923076923077,1,0.365384615384615,0.644230769230769,1464.45784767131,3019.96894476405,1052.73893033515,3431.68786210021,"Z-Score","Z-Score",0.951923076923077,1
"M2","arima-boost--local--R1","arima-boost","local","R1",1,"M2",2015-08-01,10,2143.05062593863,NA,2,"No",702.273465877999,850.531650024632,777.755548546373,1189.47446588253,0.951923076923077,1,0.365384615384615,0.644230769230769,1365.29507739226,2920.806174485,953.576160056101,3332.52509182116,"Z-Score","Z-Score",0.951923076923077,1
"M2","arima-boost--local--R1","arima-boost","local","R1",1,"M2",2015-09-01,10,2307.23273559339,NA,3,"No",877.38843308016,1090.67545686621,777.755548546373,1189.47446588253,0.951923076923077,1,0.365384615384615,0.644230769230769,1429.84430251323,3184.62116867355,1117.75826971086,3496.70720147592,"Conformal","Z-Score",0.951923076923077,1
"M2","arima-boost--local--R1","arima-boost","local","R1",1,"M2",2015-10-01,10,2280.81676863322,NA,4,"No",1034.97163826854,1313.39058891617,777.755548546373,1189.47446588253,0.951923076923077,1,0.365384615384615,0.644230769230769,1245.84513036468,3315.78840690176,967.42617971705,3594.20735754939,"Conformal","Conformal",0.951923076923077,1
"M2","arima-boost--local--R1","arima-boost","local","R1",1,"M2",2015-11-01,10,2232.78748836756,NA,5,"No",1200.74827655256,1256.11972642346,777.755548546373,1189.47446588253,0.951923076923077,1,0.365384615384615,0.644230769230769,1032.039211815,3433.53576492012,976.6677619441,3488.90721479102,"Conformal","Conformal",0.951923076923077,1
"M2","arima-boost--local--R1","arima-boost","local","R1",1,"M2",2015-12-01,10,2323.27911187726,NA,6,"No",1285.13670812383,1496.08004354935,777.755548546373,1189.47446588253,0.951923076923077,1,0.365384615384615,0.644230769230769,1038.14240375343,3608.41582000109,827.19906832791,3819.35915542661,"Conformal","Conformal",0.951923076923077,1
"M2","arima-boost--local--R1","arima-boost","local","R1",1,"M2",2016-01-01,10,2629.00708458544,NA,7,"No",1382.57624164211,1576.03174283182,777.755548546373,1189.47446588253,0.951923076923077,1,0.365384615384615,0.644230769230769,1246.43084294333,4011.58332622755,1052.97534175362,4205.03882741726,"Conformal","Conformal",0.951923076923077,1
"M2","arima-boost--local--R1","arima-boost","local","R1",1,"M2",2016-02-01,10,2627.62737964168,NA,8,"No",1538.08677552396,1765.8973815896,777.755548546373,1189.47446588253,0.951923076923077,1,0.365384615384615,0.644230769230769,1089.54060411772,4165.71415516564,861.729998052081,4393.52476123128,"Conformal","Conformal",0.951923076923077,1
"M2","arima-boost--local--R1","arima-boost","local","R1",1,"M2",2016-03-01,10,2754.50764764416,NA,9,"No",1740.35552694995,1875.43402981937,777.755548546373,1189.47446588253,0.951923076923077,1,0.365384615384615,0.644230769230769,1014.15212069421,4494.86317459411,879.073617824791,4629.94167746353,"Conformal","Conformal",0.951923076923077,1
"M2","arima-boost--local--R1","arima-boost","local","R1",1,"M2",2016-04-01,10,2713.4167626246,NA,10,"No",1910.79280645884,2027.5708225409,777.755548546373,1189.47446588253,0.951923076923077,1,0.365384615384615,0.644230769230769,802.623956165763,4624.20956908344,685.845940083696,4740.9875851655,"Conformal","Conformal",0.951923076923077,1
