"Combo_ID","Model_ID","Model_Name","Model_Type","Recipe_ID","Train_Test_ID","Combo","Date","Hyperparameter_ID","Forecast","Target","Horizon","Best_Model","q_val_80","q_val_95","z_val_80","z_val_95","coverage_conf_80","coverage_conf_95","coverage_z_80","coverage_z_95","lo_80","hi_80","lo_95","hi_95","method_80","method_95","coverage_80","coverage_95"
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2015-07-01,3,9440.14929936249,NA,1,"Yes",285.269159683001,397.9155638872,292.413500590266,447.207857380794,1,1,0.980769230769231,1,9147.73579877222,9732.56279995276,8992.9414419817,9887.35715674328,"Z-Score","Z-Score",1,1
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2015-08-01,3,10032.7521554099,NA,2,"Yes",345.125710623601,428.628199291799,292.413500590266,447.207857380794,1,1,0.980769230769231,1,9687.6264447863,10377.8778660335,9585.54429802911,10479.9600127907,"Conformal","Z-Score",1,1
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2015-09-01,3,10617.6360003828,NA,3,"Yes",367.149336957373,458.9109139989,292.413500590266,447.207857380794,1,1,0.980769230769231,1,10250.4866634254,10984.7853373402,10158.7250863839,11076.5469143817,"Conformal","Conformal",1,1
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2015-10-01,3,11174.7641838821,NA,4,"Yes",402.3790123666,540.491909431799,292.413500590266,447.207857380794,1,1,0.980769230769231,1,10772.3851715155,11577.1431962487,10634.2722744503,11715.2560933139,"Conformal","Conformal",1,1
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2015-11-01,3,11328.8919399784,NA,5,"Yes",435.8099888709,545.2827173598,292.413500590266,447.207857380794,1,1,0.980769230769231,1,10893.0819511075,11764.7019288493,10783.6092226186,11874.1746573382,"Conformal","Conformal",1,1
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2015-12-01,3,11140.4399651308,NA,6,"Yes",433.795032977828,717.787060046399,292.413500590266,447.207857380794,1,1,0.980769230769231,1,10706.644932153,11574.2349981086,10422.6529050844,11858.2270251772,"Conformal","Conformal",1,1
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2016-01-01,3,11195.4366070545,NA,7,"Yes",392.805650200889,771.69214232991,292.413500590266,447.207857380794,1,1,0.980769230769231,1,10802.6309568536,11588.2422572554,10423.7444647246,11967.1287493844,"Conformal","Conformal",1,1
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2016-02-01,3,11106.6053324457,NA,8,"Yes",388.16807011122,791.3098493158,292.413500590266,447.207857380794,1,1,0.980769230769231,1,10718.4372623345,11494.7734025569,10315.2954831299,11897.9151817615,"Conformal","Conformal",1,1
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2016-03-01,3,11310.2861025092,NA,9,"Yes",388.16807011122,867.60721006962,292.413500590266,447.207857380794,1,1,0.980769230769231,1,10922.118032398,11698.4541726204,10442.6788924396,12177.8933125788,"Conformal","Conformal",1,1
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2016-04-01,3,11285.0586937992,NA,10,"Yes",410.3588044301,777.40722025421,292.413500590266,447.207857380794,1,1,0.980769230769231,1,10874.6998893691,11695.4174982293,10507.651473545,12062.4659140534,"Conformal","Conformal",1,1
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2016-05-01,3,11285.1275332471,NA,11,"Yes",423.677714457101,777.40722025421,292.413500590266,447.207857380794,1,1,0.980769230769231,1,10861.44981879,11708.8052477042,10507.7203129929,12062.5347535013,"Conformal","Conformal",1,1
"M750","arima-boost--local--R1","arima-boost","local","R1",1,"M750",2016-06-01,3,11036.1540197891,NA,12,"Yes",423.677714457101,727.205538621108,292.413500590266,447.207857380794,1,1,0.980769230769231,1,10612.476305332,11459.8317342462,10308.948481168,11763.3595584102,"Conformal","Conformal",1,1
