"Combo_ID","Model_ID","Model_Name","Model_Type","Recipe_ID","Forecast","Train_Test_ID","Target","Combo","Date","Hyperparameter_ID","Horizon","Best_Model","q_val_80","q_val_95","z_val_80","z_val_95","coverage_conf_80","coverage_conf_95","coverage_z_80","coverage_z_95","lo_80","hi_80","lo_95","hi_95","method_80","method_95","coverage_80","coverage_95"
"M750","meanf--local--R1","meanf","local","R1",10793.8192390723,1,NA,"M750",2015-07-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9982.08396681966,11605.5545113249,9398.94471441298,12188.6937637316,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10774.6290050875,2,10999.9999999997,"M750",2015-06-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9962.89373283486,11586.3642773401,9379.75448042818,12169.5035297468,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10743.6590829239,3,11309.9999999997,"M750",2015-05-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9931.92381067126,11555.3943551765,9348.78455826458,12138.5336075832,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10721.0438370317,4,11289.9999999997,"M750",2015-04-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9909.30856477906,11532.7791092843,9326.16931237239,12115.918361691,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10691.7463591364,5,11249.9999999997,"M750",2015-03-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9880.01108688376,11503.481631389,9296.87183447708,12086.6208837957,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10662.5231287418,6,11009.9999999997,"M750",2015-02-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9850.78785648916,11474.2584009944,9267.64860408248,12057.3976534011,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10641.637754253,7,10979.9999999997,"M750",2015-01-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9829.90248200036,11453.3730265056,9246.76322959369,12036.5122789123,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10606.5704670887,8,10989.9999999997,"M750",2014-12-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9794.83519483606,11418.3057393413,9211.69594242939,12001.444991748,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10576.4418148984,9,11119.9999999997,"M750",2014-11-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9764.70654264576,11388.177087151,9181.56729023909,11971.3163395577,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10548.0319903599,10,10949.9999999997,"M750",2014-10-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9736.29671810726,11359.7672626125,9153.15746570058,11942.9065150192,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10522.3074015917,11,10359.9999999997,"M750",2014-09-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9710.57212933906,11334.0426738443,9127.43287693239,11917.181926251,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10499.2018807162,12,9899.99999999974,"M750",2014-08-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9687.46660846356,11310.9371529688,9104.32735605689,11894.0764053755,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10473.8177939996,13,9339.99999999975,"M750",2014-07-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9662.08252174696,11285.5530662522,9078.94326934029,11868.6923186589,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10454.6052837211,14,10769.9999999997,"M750",2014-06-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9642.87001146846,11266.3405559737,9059.73075906178,11849.4798083804,"Conformal","Conformal",1,1
"M750","meanf--local--R1","meanf","local","R1",10438.6933623629,15,10939.9999999997,"M750",2014-05-01,1,1,"Yes",811.735272252639,1394.87452465931,747.475815635573,1143.16561061502,1,1,1,1,9626.95809011026,11250.4286346155,9043.81883770358,11833.5678870222,"Conformal","Conformal",1,1
