"Combo","Model_ID","Train_Test_ID","Date","Forecast","Target","Best_Model","Combo_ID","Model_Name","Model_Type","Recipe_ID","Hyperparameter_ID","Horizon","q_val_80","q_val_95","z_val_80","z_val_95","coverage_conf_80","coverage_conf_95","coverage_z_80","coverage_z_95","lo_80","hi_80","lo_95","hi_95","method_80","method_95","coverage_80","coverage_95"
"M2","arimax--local--R1_meanf--local--R1",1,2015-07-01,2235.90009930689,NA,"Yes","M2","NA","local","simple_average","NA",1,581.60945610608,684.541374560625,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1654.29064320081,2817.50955541297,1551.35872474627,2920.44147386752,"Conformal","Conformal",0.769230769230769,0.923076923076923
"M2","arimax--local--R1_meanf--local--R1",1,2015-08-01,2155.98867262063,NA,"Yes","M2","NA","local","simple_average","NA",2,540.296962700246,652.768422285738,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1615.69170992038,2696.28563532087,1503.22025033489,2808.75709490636,"Conformal","Conformal",0.769230769230769,0.923076923076923
"M2","arimax--local--R1_meanf--local--R1",1,2015-09-01,2112.32924130221,NA,"Yes","M2","NA","local","simple_average","NA",3,510.824788073791,864.936218801462,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1601.50445322842,2623.154029376,1247.39302250075,2977.26546010367,"Conformal","Conformal",0.769230769230769,0.923076923076923
"M2","arimax--local--R1_meanf--local--R1",1,2015-10-01,2010.88168876589,NA,"Yes","M2","NA","local","simple_average","NA",4,520.290600814175,749.105431149728,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1490.59108795172,2531.17228958006,1261.77625761616,2759.98711991562,"Conformal","Conformal",0.769230769230769,0.923076923076923
"M2","arimax--local--R1_meanf--local--R1",1,2015-11-01,1950.19774907818,NA,"Yes","M2","NA","local","simple_average","NA",5,486.47811945901,885.130043827748,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1463.71962961917,2436.67586853719,1065.06770525043,2835.32779290592,"Conformal","Conformal",0.769230769230769,0.923076923076923
"M2","arimax--local--R1_meanf--local--R1",1,2015-12-01,1855.5564162717,NA,"Yes","M2","NA","local","simple_average","NA",6,685.55041461681,860.862812468423,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1170.00600165489,2541.10683088851,994.693603803277,2716.41922874012,"Conformal","Conformal",0.769230769230769,0.923076923076923
"M2","arimax--local--R1_meanf--local--R1",1,2016-01-01,1992.4430591967,NA,"Yes","M2","NA","local","simple_average","NA",7,539.93913151153,853.37890648353,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1452.50392768516,2532.38219070823,1139.06415271317,2845.82196568022,"Conformal","Conformal",0.769230769230769,0.923076923076923
"M2","arimax--local--R1_meanf--local--R1",1,2016-02-01,1959.91259598267,NA,"Yes","M2","NA","local","simple_average","NA",8,604.742520438043,809.3085371535,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1355.17007554462,2564.65511642071,1150.60405882917,2769.22113313617,"Conformal","Conformal",0.769230769230769,0.923076923076923
"M2","arimax--local--R1_meanf--local--R1",1,2016-03-01,1966.31999188889,NA,"Yes","M2","NA","local","simple_average","NA",9,559.692552579235,679.578754584258,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1406.62743930966,2526.01254446813,1286.74123730464,2645.89874647315,"Conformal","Conformal",0.769230769230769,0.923076923076923
"M2","arimax--local--R1_meanf--local--R1",1,2016-04-01,1910.13876251412,NA,"Yes","M2","NA","local","simple_average","NA",10,687.5516447029,910.208485752255,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1222.58711781122,2597.69040721702,999.93027676186,2820.34724826637,"Conformal","Conformal",0.769230769230769,0.923076923076923
"M2","arimax--local--R1_meanf--local--R1",1,2016-05-01,1927.74212703705,NA,"Yes","M2","NA","local","simple_average","NA",11,654.974619470079,894.522818672184,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1272.76750756697,2582.71674650712,1033.21930836486,2822.26494570923,"Conformal","Conformal",0.769230769230769,0.923076923076923
"M2","arimax--local--R1_meanf--local--R1",1,2016-06-01,2187.58271320291,NA,"Yes","M2","NA","local","simple_average","NA",12,787.71983235981,914.101875336565,403.6646381479,617.351789715982,0.769230769230769,0.923076923076923,0.528846153846154,0.778846153846154,1399.8628808431,2975.30254556272,1273.48083786634,3101.68458853948,"Conformal","Conformal",0.769230769230769,0.923076923076923
